"actions","ID","Author","Title","Book Title","Journal","Year","Type","Affiliation","DOI","Journal ISO","Unique-ID","DA-Initial","DA-Updated","originAuthor","editor","originEditor","series","publisher","volume","number","articleNumber","pages","type_value","timesCited","isbn","address","highlight","etxenike","research_lines"
"Eliminar   Modificar","CCC:000174070100009","J. Colmenero, and A. Alegria","Methyl group dynamics in glassy polymers by neutron scattering: from classical to quantum motions","Advanced Functional Molecules and Polymer, Vol 2","","2001","Book Chapter","Univ Basque Country, Fac Quim, Dept Fis Mat, E-20080 San Sebastian, Spain","","","CCC:000174070100009","2020-04-08","2020-04-08","Colmenero, J; Alegria, A","H. S. Nalwa","Nalwa, HS","","Gordon and breach science publ","","","","271-294","Book Chapter","4","","Amsterdam, Netherlands","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000084631800117","A. Bergara, J. M. Pitarke, and R. H. Ritchie","Hydrodynamic approximation for the nonlinear response of a metal surface","","PHYSICAL REVIEW B","1999","Article","Bergara, A (Reprint Author), Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, 644 Posta Kutxatila, Bilbao 48080, Basque Country, Spain.
 Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbao 48080, Basque Country, Spain.
 UPV, EHU, CSIC, Donostia Int Phys Ctr, Donostia San Sebastian, Basque Country, Spain.
 UPV, EHU, CSIC, Ctr Mixto, Donostia San Sebastian, Basque Country, Spain.
 Oak Ridge Natl Lab, Oak Ridge, TN 37831 USA.","10.1103/PhysRevB.60.16176","Phys. Rev. B","ISI:000084631800117","2020-03-10","2020-03-10","Bergara, A and Pitarke, JM and Ritchie, RH","","","","AMER PHYSICAL SOC","60","23","","16176-16185","Article","6","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000083765400003","I. Nagy, B. Apagyi, J. I. Juaristi, and P. M. Echenique","Consistent model for the screening of slow muons in metals","","PHYSICAL REVIEW B","1999","Article","Nagy, I (Reprint Author), Tech Univ Budapest, Dept Theoret Phys, Inst Phys, H-1521 Budapest, Hungary. Tech Univ Budapest, Dept Theoret Phys, Inst Phys, H-1521 Budapest, Hungary. Donostia Int Phys Ctr, San Sebastian 20080, Spain. UPV, CSIC, Ctr Mixto, EHU, San Sebastian 20080, Spain. Univ Basque Country, Fac Ciencias Quim, Dept Fis Mat, E-48080 Bilbao, Spain.","10.1103/PhysRevB.60.R12546","Phys. Rev. B","ISI:000083765400003","2020-03-10","2020-03-10","Nagy, I and Apagyi, B and Juaristi, JI and Echenique, PM","","","","AMER PHYSICAL SOC","60","18","","R12546-R12548","Article","2","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000083554800085","I. Sarria, J. Osma, E. V. Chulkov, J. M. Pitarke, and P. M. Echenique","Self-energy of image states on copper surfaces","","PHYSICAL REVIEW B","1999","Article","Sarria, I (Reprint Author), Euskal Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, Zientzi Fak, 644 Posta Kutxatila, Bilbao 48080, Spain. Euskal Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, Zientzi Fak, Bilbao 48080, Spain. Euskal Herriko Inibertsitatea, Mat Fis Saila, Kim Fak, Donostia San Sebastian 20080, Spain. CSIC, UPV EHV, Ctr Mixto, Donostia San Sebastian, Spain. Donostia Int Phys Ctr, Donostia San Sebastian, Spain. Euskal Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, Zientzi Fak, Bilbao 48080, Spain.","10.1103/PhysRevB.60.11795","Phys. Rev. B","ISI:000083554800085","2020-03-10","2020-03-10","Sarria, I and Osma, J and Chulkov, EV and Pitarke, JM and Echenique, PM","","","","AMER PHYSICAL SOC","60","16","","11795-11803","Article","66","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000082478600126","F. J. G. de Abajo","Multiple scattering of radiation in clusters of dielectrics","","PHYSICAL REVIEW B","1999","Article","de Abajo, FJG (Reprint Author), Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Fac Informat, Dept CCIA, Donostia Int Phys Ctr, San Sebastian, Spain. UPV, EHU, CSIC, Ctr Mixto, San Sebastian, Spain.","10.1103/PhysRevB.60.6086","Phys. Rev. B","ISI:000082478600126","2020-03-10","2020-03-10","de Abajo, FJG","","","","AMER PHYSICAL SOC","60","8","","6086-6102","Article","105","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000082478600127","F. J. G. de Abajo","Relativistic description of valence energy losses in the interaction of fast electrons with clusters of dielectrics: Multiple-scattering approach","","PHYSICAL REVIEW B","1999","Article","de Abajo, FJG (Reprint Author), Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Fac Informat, Dept CCIA, Donostia Int Phys Ctr, San Sebastian, Spain. UPV, EHU, CSIC, Ctr Mixto, San Sebastian, Spain.","10.1103/PhysRevB.60.6103","Phys. Rev. B","ISI:000082478600127","2020-03-10","2020-03-10","de Abajo, FJG","","","","AMER PHYSICAL SOC","60","8","","6103-6112","Article","9","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000082538600013","J. I. Juaristi, A. Arnau, P. M. Echenique, C. Auth, and H. Winter","Charge state dependence of the energy loss of slow nitrogen ions reflected from an aluminum surface under grazing incidence","","NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS","1999","Article; Proceedings Paper","Juaristi, JI (Reprint Author), Univ Basque Country, Fac Quim, Dept Fis Mat, EHU, Aptdo 1072, E-20080 San Sebastian, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, EHU, E-20080 San Sebastian, Spain. UPV, EHU, Donostia Int Phys Ctr, San Sebastian, Spain. UPV, EHU, CSIC, Ctr Mixto, San Sebastian, Spain. Humboldt Univ, Inst Phys, Berlin, Germany.","10.1016/S0168-583X(99)00440-1","Nucl. Instrum. Methods Phys. Res. Sect. B-Beam Interact. Mater. Atoms","ISI:000082538600013","2020-03-10","2020-03-10","Juaristi, JI and Arnau, A and Echenique, PM and Auth, C and Winter, H","","","","ELSEVIER SCIENCE BV","157","1-4","","87-91","Article; Proceedings Paper","18","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","true",""
"Eliminar   Modificar","ISI:000082538600038","J. I. Juaristi, and M. Rosler","Atomic number dependence of the forward/backward kinetic electron emission induced by slow ions in carbon foils","","NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS","1999","Article; Proceedings Paper","Juaristi, JI (Reprint Author), Univ Basque Country, Fac Quim, Dept Fis Mat, Apdo 1072, Donostia San Sebastian 20080, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, Donostia San Sebastian 20080, Spain. Hahn Meitner Inst Berlin GmbH, D-14109 Berlin, Germany. Donostia Int Phys Ctr, Donostia San Sebastian, Spain. Ctr Mixto CSIC UPV EHU, Donostia San Sebastian, Spain.","10.1016/S0168-583X(99)00441-3","Nucl. Instrum. Methods Phys. Res. Sect. B-Beam Interact. Mater. Atoms","ISI:000082538600038","2020-03-10","2020-03-10","Juaristi, JI and Rosler, M","","","","ELSEVIER SCIENCE BV","157","1-4","","254-258","Article; Proceedings Paper","4","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000081834400033","E. Zarate, P. Apell, and P. M. Echenique","Calculation of low-energy-electron lifetimes","","PHYSICAL REVIEW B","1999","Article","Zarate, E (Reprint Author), Chalmers, Dept Appl Phys, S-41296 Gothenburg, Sweden. Chalmers, Dept Appl Phys, S-41296 Gothenburg, Sweden. Univ Gothenburg, S-41296 Gothenburg, Sweden. Univ Basque Country, Fac Quim, Dept Fis Mat, E-20080 San Sebastian, Spain. UPV, EHU, CSIC, Donostia Int Phys Ctr, San Sebastian, Spain. UPV, EHU, CSIC, Ctr Mixto, San Sebastian, Spain.","10.1103/PhysRevB.60.2326","Phys. Rev. B","ISI:000081834400033","2020-03-10","2020-03-10","Zarate, E and Apell, P and Echenique, PM","","","","AMER PHYSICAL SOC","60","4","","2326-2332","Article","54","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000081024200016","A. Bergara, J. M. Pitarke, and R. H. Ritchie","Plasmon excitation by charged particles interacting with metal surfaces","","PHYSICS LETTERS A","1999","Article","Bergara, A (Reprint Author), Euskal Herriko Unibertsitea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, 644 Posta Kutzatila, Bilbao 48080, Basque Country, Spain. Euskal Herriko Unibertsitea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbao 48080, Basque Country, Spain. Donostia Int Phys Ctr, E-20018 Donostia San Sebastian, Basque Country, Spain. CSIC, Ctr Mixto, UPV EHU, E-48080 Bilbao, Basque Country, Spain. Oak Ridge Natl Lab, Oak Ridge, TN 37831 USA.","10.1016/S0375-9601(99)00264-9","Phys. Lett. A","ISI:000081024200016","2020-03-10","2020-03-10","Bergara, A and Pitarke, JM and Ritchie, RH","","","","ELSEVIER SCIENCE BV","256","5-6","","405-410","Article","15","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000080319900051","F. J. G. de Abajo, C. S. Fadley, and M. A. Van Hove","Multiatom resonant photoemission: Theory and systematics","","PHYSICAL REVIEW LETTERS","1999","Article","de Abajo, FJG (Reprint Author), Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Ctr Mixto CSIC UPV EHU, Donostia Int Phys Ctr, Fac Informat, Dept CCIA, San Sebastian, Spain. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA.","10.1103/PhysRevLett.82.4126","Phys. Rev. Lett.","ISI:000080319900051","2020-03-10","2020-03-10","de Abajo, FJG and Fadley, CS and Van Hove, MA","","","","AMERICAN PHYSICAL SOC","82","20","","4126-4129","Article","37","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000080570800007","I. Campillo, A. Rubio, and J. M. Pitarke","Ab initio calculations of the dynamical response of copper","","PHYSICAL REVIEW B","1999","Article","Campillo, I (Reprint Author), Euskal Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, Zientzi Fak, 644 Posta Kutxatila, Bilbao 48080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, Zientzi Fak, Bilbao 48080, Basque Country, Spain. Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain. Donostia Int Phys Ctr, Donostia San Sebastian, Spain. UPV, Ctr Mixto, CSIC, EHU, Donostia San Sebastian, Spain.","10.1103/PhysRevB.59.12188","Phys. Rev. B","ISI:000080570800007","2020-03-10","2020-03-10","Campillo, I and Rubio, A and Pitarke, JM","","","","AMER PHYSICAL SOC","59","19","","12188-12191","Article","30","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000079490800049","N. Zabala, M. J. Puska, and R. M. Nieminen","Comment on ``Spontaneous magnetization of simple metal nanowires'' - Zabala, Puska, and Nieminen reply","","PHYSICAL REVIEW LETTERS","1999","Editorial Material","Zabala, N (Reprint Author), Helsinki Univ Technol, Phys Lab, POB 1100, FIN-02015 Helsinki, Finland. Helsinki Univ Technol, Phys Lab, FIN-02015 Helsinki, Finland. UPV, EHU, Zientzi Fakultatea, Elektrika & Elektronika Saila, Bilbao 48080, Spain. UPV, EHU, CSIC, DIPC, Donostia, Spain. UPV, EHU, CSIC, Ctr Mixto, Donostia, Spain.","10.1103/PhysRevLett.82.3000","Phys. Rev. Lett.","ISI:000079490800049","2020-03-10","2020-03-10","Zabala, N and Puska, MJ and Nieminen, RM","","","","AMERICAN PHYSICAL SOC","82","14","","3000","Editorial Material","7","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000079348900039","F. J. G. de Abajo","Interaction of radiation and fast electrons with clusters of dielectrics: A multiple scattering approach","","PHYSICAL REVIEW LETTERS","1999","Article","de Abajo, FJG (Reprint Author), Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Donostia Int Phys Ctr, Fac Informat, Dept CCIA, San Sebastian, Spain. UPV, EHU, CSIC, Ctr Mixto, San Sebastian, Spain.","10.1103/PhysRevLett.82.2776","Phys. Rev. Lett.","ISI:000079348900039","2020-03-10","2020-03-10","de Abajo, FJG","","","","AMERICAN PHYSICAL SOC","82","13","","2776-2779","Article","78","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000165841300062","D. Richter, M. Monkenbusch, W. Pykhout-Hintzen, A. Arbe, and J. Colmenero","Response to Comment on `From Rouse dynamics to local relaxation: Aneutron spin echo study on polyisobutylene melts' [J. Chem. Phys. 113,11396 (2000)]","","JOURNAL OF CHEMICAL PHYSICS","2000","Letter","Richter, D (Reprint Author), Forschungszentrum Julich, Inst Festkorperforsch, Postfach 1913, D-5170 Julich, Germany.
 Forschungszentrum Julich, Inst Festkorperforsch, D-5170 Julich, Germany.
 Univ Basque Country, Dept Fis Mat, E-20080 San Sebastian, Spain.
 Univ Basque Country, Ctr Mixto CSIC UPV EHU, E-20080 San Sebastian, Spain.","10.1063/1.1326919","J. Chem. Phys.","ISI:000165841300062","2020-04-07","2020-04-07","Richter, D and Monkenbusch, M and Pykhout-Hintzen, W and Arbe, A and
 Colmenero, J","","","","AMER INST PHYSICS","113","24","PII [S0021-9606(00)51248-3]","11398-11399","Letter","9","","1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000166124100025","R. Balda, I. S. de Ocariz, J. Fernandez, J. M. Fdez-Navarro, and M. A. Arriandiaga","Spectroscopy and orange-blue frequency upconversion in Pr3+-doped GeO2-PbO-Nb2O5 glass","","JOURNAL OF PHYSICS-CONDENSED MATTER","2000","Article","Balda, R (Reprint Author), Univ Basque Country, ETSII & Telecomunicac, Dept Fis Aplicada 1, Alameda Urquijo S-N, Bilbao 48013, Spain. Univ Basque Country, ETSII & Telecomunicac, Dept Fis Aplicada 1, Bilbao 48013, Spain. Univ Basque Country, ETSII & Telecomunicac, EHU, CSIC,Ctr Mixto,UPV, Bilbao 48013, Spain. Univ Basque Country, Fac Ciencias, Dept Fis Aplicada 2, Bilbao 48013, Spain. Fundac Ctr Nacl Vidrio, La Granja, Segovia, Spain.","10.1088/0953-8984/12/50/322","J. Phys.-Condes. Matter","ISI:000166124100025","2020-04-07","2020-04-07","Balda, R and de Ocariz, IS and Fernandez, J and Fdez-Navarro, JM and Arriandiaga, MA","","","","IOP PUBLISHING LTD","12","50","","10623-10632","Article","17","","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","false","false",""
"Eliminar   Modificar","ISI:000165543200053","M. Vazquez, J. M. Garcia-Beneytez, J. M. Garcia, J. P. Sinnecker, and A. P. Zhukov","Giant magneto-impedance in heterogeneous microwires","","JOURNAL OF APPLIED PHYSICS","2000","Article","Vazquez, M (Reprint Author), Inst Ciencia Mat, Apdo 155, Madrid 28230, Spain. Inst Ciencia Mat, Madrid 28230, Spain. Inst Magnetismo Aplicado, Madrid 28230, Spain. Univ Fed Rio de Janeiro, Inst Fis, BR-21945970 Rio De Janeiro, Brazil. Donostia Int Phys Ctr, San Sebastian 20018, Spain. TAMAG SL, Madrid 28003, Spain.","10.1063/1.1323539","J. Appl. Phys.","ISI:000165543200053","2020-04-07","2020-04-07","Vazquez, M and Garcia-Beneytez, JM and Garcia, JM and Sinnecker, JP and Zhukov, AP","","","","AMER INST PHYSICS","88","11","","6501-6505","Article","51","","2 HUNTINGTON QUADRANGLE, STE 1NO1, MELVILLE, NY 11747-4501 USA","false","false",""
"Eliminar   Modificar","ISI:000165543200077","C. Miguel, N. Murillo, and J. Gonzalez","Stress induced magnetic anisotropy and coercivity in Fe73.5Cu1Ta3Si13.5B9 amorphous alloy","","JOURNAL OF APPLIED PHYSICS","2000","Article","Gonzalez, J (Reprint Author), Univ Basque Country, Fac Chem, Dept Phys Mat, POB 1072, San Sebastian 20080, Spain. Univ Basque Country, Fac Chem, Dept Phys Mat, San Sebastian 20080, Spain.","10.1063/1.1322600","J. Appl. Phys.","ISI:000165543200077","2020-04-07","2020-04-07","Miguel, C and Murillo, N and Gonzalez, J","","","","AMER INST PHYSICS","88","11","","6623-6627","Article","7","","1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA","false","false",""
"Eliminar   Modificar","ISI:000165395900026","J. M. Ripalda, F. J. G. de Abajo, I. Montero, L. Galan, and M. A. Van Hove","Photoelectron diffraction at the surface of amorphous carbon nitride","","APPLIED PHYSICS LETTERS","2000","Article","Ripalda, JM (Reprint Author), Univ Autonoma Madrid, Dept Fis Aplicada, E-28049 Madrid, Spain. Univ Autonoma Madrid, Dept Fis Aplicada, E-28049 Madrid, Spain. Univ Basque Country, Dept CCIA, San Sebastian 20080, Spain. CSIC, Inst Ciencia Mat, E-28049 Madrid, Spain. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Adv Light Source, Berkeley, CA 94720 USA. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA.","10.1063/1.1328093","Appl. Phys. Lett.","ISI:000165395900026","2020-04-07","2020-04-07","Ripalda, JM and de Abajo, FJG and Montero, I and Galan, L and Van Hove, MA","","","","AMER INST PHYSICS","77","21","PII [S0003-6951(00)02947-8]","3394-3396","Article","6","","CIRCULATION & FULFILLMENT DIV, 2 HUNTINGTON QUADRANGLE, STE 1 N O 1, MELVILLE, NY 11747-4501 USA","false","false",""
"Eliminar   Modificar","ISI:000165369700028","A. Mugarza, J. E. Ortega, A. Mascaraque, E. G. Michel, K. N. Altmann, and F. J. Himpsel","Periodicity and thickness effects in the cross section of quantum well states","","PHYSICAL REVIEW B","2000","Article","Mugarza, A (Reprint Author), Univ Basque Country, Donostia Int Phys Ctr, Plaza Onate 2, San Sebastian 20018, Spain. Univ Basque Country, Donostia Int Phys Ctr, San Sebastian 20018, Spain. Univ Basque Country, CSIC, Ctr Mixto Mat, San Sebastian 20018, Spain. Univ Autonoma Madrid, Inst Nicolas Cabrera, Dept Fis Mat Condensada, E-28049 Madrid, Spain. Univ Wisconsin, Dept Phys, Madison, WI 53706 USA.","10.1103/PhysRevB.62.12672","Phys. Rev. B","ISI:000165369700028","2020-04-07","2020-04-07","Mugarza, A and Ortega, JE and Mascaraque, A and Michel, EG and Altmann, KN and Himpsel, FJ","","","","AMER PHYSICAL SOC","62","19","","12672-12675","Article","20","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000165410700004","P. M. Echenique, J. Osma, V. M. Silkin, E. V. Chulkov, and J. M. Pitarke","Self-energy and inelastic lifetimes of surface-state electrons and holes in metals","","APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING","2000","Article","Echenique, PM (Reprint Author), Euskal Herriko Unibertsitatea, Kim Fak, Mat Fis Saila, 1072 Posta Kutxatila, Donostia San Sebastian 20018, Basque Country, Spain. Euskal Herriko Unibertsitatea, Kim Fak, Mat Fis Saila, Donostia San Sebastian 20018, Basque Country, Spain. Euskal Herriko Unibertsitatea, UPV, CSIC, Ctr Mixto, Donostia San Sebastian, Basque Country, Spain. DIPC, Donostia San Sebastian, Basque Country, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbao 48080, Basque Country, Spain.","10.1007/s003390000706","Appl. Phys. A-Mater. Sci. Process.","ISI:000165410700004","2020-04-07","2020-04-07","Echenique, PM and Osma, J and Silkin, VM and Chulkov, EV and Pitarke, JM","","","","SPRINGER HEIDELBERG","71","5","","503-510","Article","21","","TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","false","true",""
"Eliminar   Modificar","ISI:000090121700005","F. Alvarez, A. Arbe, and J. Colmenero","Methyl group dynamics above the glass transition temperature: amolecular dynamics simulation in polyisoprene","","CHEMICAL PHYSICS","2000","Article","Colmenero, J (Reprint Author), Univ Basque Country, Dept Fis Mat, Apartado 1072, San Sebastian 20080, Spain.
 Univ Basque Country, Dept Fis Mat, San Sebastian 20080, Spain.
 Univ Basque Country, EHU, CSIC, Ctr Mixto, San Sebastian, Spain.","10.1016/S0301-0104(00)00225-1","Chem. Phys.","ISI:000090121700005","2020-04-07","2020-04-07","Alvarez, F and Arbe, A and Colmenero, J","","","","ELSEVIER SCIENCE BV","261","1-2, SI","","47-59","Article","21","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000165092900024","J. Gonzalez, V. Zhukova, A. P. Zhukov, J. J. Del Val, J. M. Blanco, E. Pina, and M. Vazquez","Magnetic and structural features of glass-coated Cu-based (Co,Fe,Ni,Mn-Cu) alloy microwires","","JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS","2000","Article; Proceedings Paper","Gonzalez, J (Reprint Author), Univ Basque Country, Fac Quim, Dept Fis Mat, POB 1072, E-20080 San Sebastian, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, E-20080 San Sebastian, Spain. EUITI, Dept Appl Phys 1, San Sebastian 20011, Spain. Fdn Donostia Int Phys Ctr, San Sebastian 20018, Spain. Univ Basque Country, EHU, CSIC, Ctr Mixto, E-20080 San Sebastian, Spain. UCM, CSIC, RENFE, Inst Magnetismo Aplicado, Las Rozas 28230, Spain.","10.1016/S0304-8853(00)00370-X","J. Magn. Magn. Mater.","ISI:000165092900024","2020-04-07","2020-04-07","Gonzalez, J and Zhukova, V and Zhukov, AP and Del Val, JJ and Blanco, JM and Pina, E and Vazquez, M","","","","ELSEVIER SCIENCE BV","221","1-2","","196-206","Article; Proceedings Paper","10","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000090092300055","F. Alvarez, A. Alegria, J. Colmenero, T. M. Nicholson, and G. R. Davies","Origin of the distribution of potential barriers for methyl groupdynamics in glassy polymers: A molecular dynamics simulation inpolyisoprene","","MACROMOLECULES","2000","Article","Colmenero, J (Reprint Author), Univ Basque Country, Fac Quim, Dept Fis Mat, EHU, Apdo 1072, E-20080 San Sebastian, Spain.
 Univ Basque Country, Fac Quim, Dept Fis Mat, EHU, E-20080 San Sebastian, Spain.
 Univ Basque Country, Fac Quim, Ctr Mixto, EHU,CSIC, E-20080 San Sebastian, Spain.
 Univ Leeds, IRC Polymer Sci & Technol, Leeds LS2 9JT, W Yorkshire, England.","10.1021/ma9919256","Macromolecules","ISI:000090092300055","2020-04-07","2020-04-07","Alvarez, F and Alegria, A and Colmenero, J and Nicholson, TM and Davies,
 GR","","","","AMER CHEMICAL SOC","33","21","","8077-8084","Article","27","","1155 16TH ST, NW, WASHINGTON, DC 20036 USA","false","false","kw2a7woa9r"
"Eliminar   Modificar","ISI:000089807800044","I. Campillo, A. Rubio, J. M. Pitarke, A. Goldmann, and P. M. Echenique","Hole dynamics in noble metals","","PHYSICAL REVIEW LETTERS","2000","Article","Campillo, I (Reprint Author), Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, 644 Posta Kutxatila, E-48080 Bilbao, Basque Country, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, E-48080 Bilbao, Basque Country, Spain. Univ Valladolid, Dept Fis Teor, E-47011 Valladolid, Spain. Univ Gesamthsch Kassel, Fachbereich Phys, D-34132 Kassel, Germany. Euskal Herriko Unibertsitatea, Kimika Fak, Mat Fis Saila, Donostia San Sebastian 20080, Basque Country, Spain. UPV, EHU, CSIC, DIPC, Donostia San Sebastian, Basque Country, Spain. UPV, EHU, CSIC, Ctr Mixto, Donostia San Sebastian, Basque Country, Spain.","10.1103/PhysRevLett.85.3241","Phys. Rev. Lett.","ISI:000089807800044","2020-04-07","2020-04-07","Campillo, I and Rubio, A and Pitarke, JM and Goldmann, A and Echenique, PM","","","","AMER PHYSICAL SOC","85","15","","3241-3244","Article","51","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000089676500010","A. Zhukov, J. Gonzalez, J. M. Blanco, M. Vazquez, and V. Larin","Microwires coated by glass: A new family of soft and hard magnetic materials","","JOURNAL OF MATERIALS RESEARCH","2000","Article","Zhukov, A (Reprint Author), Donostia Int Phys Ctr, PM de Lardizabal 4, San Sebastian 20018, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Spain. TAMag SL, Madrid, Spain. Fac Ciencias Quim, Dept Fis Mat, San Sebastian 20080, Spain. Escuela Univ Ingn Tecn Ind, Dept Fis Aplicada 1, San Sebastian 20011, Spain. Univ Complutense Madrid, Inst Magnestismo Aplicado, Red Nacl Ferrocarriles Espanolas, Madrid, Spain. CSIC, Inst Ciencia Mat, Madrid 28230, Spain. AmoTec, Kishinev, Moldova.","10.1557/JMR.2000.0303","J. Mater. Res.","ISI:000089676500010","2020-04-07","2020-04-07","Zhukov, A and Gonzalez, J and Blanco, JM and Vazquez, M and Larin, V","","","","CAMBRIDGE UNIV PRESS","15","10","","2107-2113","Article","100","","32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA","false","false",""
"Eliminar   Modificar","ISI:000089832400003","R. Balda, M. Sanz, J. Fernandez, and J. M. Fdez-Navarro","Energy transfer and upconversion processes in Nd3+-doped GeO2-PbO-Nb2O5 glass","","JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS","2000","Article","Balda, R (Reprint Author), Univ Basque Country, CSIC, EHU, Dept Fis Aplicada I, Urquijo S-N, E-48013 Bilbao, Spain. Univ Basque Country, CSIC, EHU, Dept Fis Aplicada I, E-48013 Bilbao, Spain. Univ Basque Country, CSIC, EHU, Ctr Mixto, E-48013 Bilbao, Spain. Inst Ceram & Vidrio, E-28500 Madrid, Spain.","10.1364/JOSAB.17.001671","J. Opt. Soc. Am. B-Opt. Phys.","ISI:000089832400003","2020-04-07","2020-04-07","Balda, R and Sanz, M and Fernandez, J and Fdez-Navarro, JM","","","","OPTICAL SOC AMER","17","10","","1671-1677","Article","24","","2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA","false","false",""
