"actions","ID","Author","Title","Book Title","Journal","Year","Type","Affiliation","DOI","Journal ISO","Unique-ID","DA-Initial","DA-Updated","originAuthor","editor","originEditor","series","publisher","volume","number","articleNumber","pages","type_value","timesCited","isbn","address","highlight","etxenike","research_lines"
"Eliminar   Modificar","ISI:000170259600066","C. Miguel, A. P. Zhukov, and J. Gonzalez","Stress and/or field annealing of Fe73.5Cu1Nb3Si15.5B7 amorphous ribbon","","JOURNAL OF NON-CRYSTALLINE SOLIDS","2001","Article; Proceedings Paper","Gonzalez, J (Reprint Author), Fac Chem, Dept Mat Phys, POB 1072, San Sebastian 20080, Spain. Fac Chem, Dept Mat Phys, San Sebastian 20080, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Spain. TAMagn SL, Madrid, Spain.","10.1016/S0022-3093(01)00594-4","J. Non-Cryst. Solids","ISI:000170259600066","2020-04-08","2020-04-08","Miguel, C and Zhukov, AP and Gonzalez, J","","","","ELSEVIER SCIENCE BV","287","1-3","","355-359","Article; Proceedings Paper","7","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000170259600082","J. Fernandez, R. Balda, A. Mendioroz, M. Sanz, and J. L. Adam","Upconversion processes in Nd3+-doped fluorochloride glass","","JOURNAL OF NON-CRYSTALLINE SOLIDS","2001","Article; Proceedings Paper","Fernandez, J (Reprint Author), Univ Basque Country, Escuela Super Ingn, Dept Fis Aplicada 1, Aldo Urquijo S-N, Bilbao 48013, Spain. Univ Basque Country, Escuela Super Ingn, Dept Fis Aplicada 1, Bilbao 48013, Spain. Univ Basque Country, Escuela Super Ingn, Ctr MixtoAplicada 1, CSIC,EHU, Bilbao 48013, Spain. Univ Rennes 1, Lab Verres & Ceram, UMR CNRS 6512, F-35042 Rennes, France.","10.1016/S0022-3093(01)00597-X","J. Non-Cryst. Solids","ISI:000170259600082","2020-04-08","2020-04-08","Fernandez, J and Balda, R and Mendioroz, A and Sanz, M and Adam, JL","","","","ELSEVIER SCIENCE BV","287","1-3","","437-443","Article; Proceedings Paper","35","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000169711400068","M. Penalba, J. I. Juaristi, E. Zarate, A. Arnau, and P. Bauer","Electronic stopping power of Al2O3 and SiO2 for H, He, and N","","PHYSICAL REVIEW A","2001","Article","Penalba, M (Reprint Author), Univ Basque Country, ETSII T, Dept Fis Aplicada 1, E-48080 Bilbao, Spain. Univ Basque Country, ETSII T, Dept Fis Aplicada 1, E-48080 Bilbao, Spain. Univ Basque Country, Dept Fis Mat, San Sebastian, Spain. Univ Basque Country, CSIC, Ctr Mixto, San Sebastian, Spain. Johannes Kepler Univ Linz, Inst Expt Phys, A-4040 Linz, Austria. Donostia Int Phys Ctr, San Sebastian, Spain.","10.1103/PhysRevA.64.012902","Phys. Rev. A","ISI:000169711400068","2020-04-08","2020-04-08","Penalba, M and Juaristi, JI and Zarate, E and Arnau, A and Bauer, P","","","","AMER PHYSICAL SOC","64","1","012902","","Article","17","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000169711400067","N. P. Wang, E. A. Garcia, R. Monreal, F. Flores, E. C. Goldberg, H. H. Brongersma, and P. Bauer","Low-energy ion neutralization at surfaces: Resonant and Auger processes","","PHYSICAL REVIEW A","2001","Article","Garcia, EA (Reprint Author), Univ Autonoma Madrid, Dept Fis Teor Mat Condensada, C-5, E-28049 Madrid, Spain. Univ Autonoma Madrid, Dept Fis Teor Mat Condensada, E-28049 Madrid, Spain. UNL, CONICET, Inst Desarrollo Tecnol Ind Quim, RA-3000 Santa Fe, Argentina. Tech Univ Eindhoven, Dept Phys, NL-5600 Eindhoven, Netherlands. Johannes Kepler Univ, Inst Expt Phys, A-4040 Linz, Austria. Donostia Int Phys Ctr, San Sebastian, Spain.","10.1103/PhysRevA.64.012901","Phys. Rev. A","ISI:000169711400067","2020-04-08","2020-04-08","Wang, NP and Garcia, EA and Monreal, R and Flores, F and Goldberg, EC and Brongersma, HH and Bauer, P","","","","AMERICAN PHYSICAL SOC","64","1","012901","","Article","64","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000169703600016","S. Roche, F. Triozon, A. Rubio, and D. Mayou","Electronic conduction in multi-walled carbon nanotubes: role of intershell coupling and incommensurability","","PHYSICS LETTERS A","2001","Article","Roche, S (Reprint Author), CEA, DRFMC, SPSMS, Grenoble, France. CEA, DRFMC, SPSMS, Grenoble, France. Univ Basque Country, Fac Ciencias Quim, Dept Fis Mat, Euskal Herriko Univ, San Sebastian 20018, Spain. CNRS, LEPES, F-38042 Grenoble, France.","10.1016/S0375-9601(01)00330-9","Phys. Lett. A","ISI:000169703600016","2020-04-08","2020-04-08","Roche, S and Triozon, F and Rubio, A and Mayou, D","","","","ELSEVIER SCIENCE BV","285","1-2","","94-100","Article","46","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000170302100079","A. Mugarza, J. E. Ortega, A. Mascaraque, E. G. Michel, K. N. Altmann, and F. J. Himpsel","Probing unoccupied bulk bands via the cross section of quantum well states in thin films","","SURFACE SCIENCE","2001","Article; Proceedings Paper","Mugarza, A (Reprint Author), Univ Basque Country, Dpto Fis Aplicada 1, Donostia Int Phys Ctr, Plaza Onati 2, E-20018 San Sebastian, Spain. Univ Basque Country, Dpto Fis Aplicada 1, Donostia Int Phys Ctr, E-20018 San Sebastian, Spain. Univ Basque Country, Ctr Mixto Mat, CSIC, UPV, E-20018 San Sebastian, Spain. Univ Autonoma Madrid, Inst Nicolas Cabrera, Dept Fis Mat Condensada, E-28049 Madrid, Spain. Univ Wisconsin, Dept Phys, Madison, WI 53706 USA.","10.1016/S0039-6028(01)00713-0","Surf. Sci.","ISI:000170302100079","2020-04-08","2020-04-08","Mugarza, A and Ortega, JE and Mascaraque, A and Michel, EG and Altmann, KN and Himpsel, FJ","","","","ELSEVIER SCIENCE BV","482","1","","464-469","Article; Proceedings Paper","6","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000170302100116","E. V. Chulkov, V. M. Silkin, and M. Machado","Quasiparticle dynamics on metal surfaces","","SURFACE SCIENCE","2001","Article; Proceedings Paper","Chulkov, EV (Reprint Author), Univ Basque Country, Fac Ciencias Quim, Dept Fis Mat, Apdo 1072, San Sebastian 20018, Basque, Spain. Univ Basque Country, Fac Ciencias Quim, Dept Fis Mat, San Sebastian 20018, Basque, Spain. CSIC, Ctr Mixto, UPV, San Sebastian 20018, Basque, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Basque, Spain.","10.1016/S0039-6028(00)01070-0","Surf. Sci.","ISI:000170302100116","2020-04-08","2020-04-08","Chulkov, EV and Silkin, VM and Machado, M","","","","ELSEVIER SCIENCE BV","482","1","","693-701","Article; Proceedings Paper","61","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000170302100128","J. E. Ortega, A. Mugarza, A. Narmann, A. Rubio, S. Speller, A. R. Bachmann, J. Lobo, E. G. Michel, and F. J. Himpsel","Transition from terrace to step modulation in the surface state wave function at vicinal Cu(111)","","SURFACE SCIENCE","2001","Article; Proceedings Paper","Ortega, JE (Reprint Author), Univ Basque Country, Dept Fis Aplicada 1, Donostia Int Phys Ctr & Ctr Mixto, CSIC,UPV, Pl Onati 2, San Sebastian 20018, Spain. Univ Basque Country, Dept Fis Aplicada 1, Donostia Int Phys Ctr & Ctr Mixto, CSIC,UPV, San Sebastian 20018, Spain. Univ Osnabruck, Fachbereich Phys, D-49069 Osnabruck, Germany. Univ Autonoma Madrid, Dept Fis Mat Condensada, E-28049 Madrid, Spain. Univ Wisconsin, Dept Phys, Madison, WI 53706 USA.","10.1016/S0039-6028(00)01065-7","Surf. Sci.","ISI:000170302100128","2020-04-08","2020-04-08","Ortega, JE and Mugarza, A and Narmann, A and Rubio, A and Speller, S and Bachmann, AR and Lobo, J and Michel, EG and Himpsel, FJ","","","","ELSEVIER SCIENCE BV","482","1","","764-769","Article; Proceedings Paper","14","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000170302200067","G. Hoffmann, J. Aizpurua, P. Apell, and R. Berndt","Influence of tip geometry in light emission from the scanning tunnelling microscope","","SURFACE SCIENCE","2001","Article; Proceedings Paper","Hoffmann, G (Reprint Author), Univ Kiel, Inst Expt & Angew Phys, Olshaussenstr 40, D-24098 Kiel, Germany. Univ Kiel, Inst Expt & Angew Phys, D-24098 Kiel, Germany. Euska Herriko Unibertsitatea, Mat Kondentsatuaren Fis Saila, E-48080 Bilbao, Spain. Chalmers Univ Technol, Dept Appl Phys, S-41296 Gothenburg, Sweden.","10.1016/S0039-6028(00)01079-7","Surf. Sci.","ISI:000170302200067","2020-04-08","2020-04-08","Hoffmann, G and Aizpurua, J and Apell, P and Berndt, R","","","","ELSEVIER SCIENCE BV","482","2","","1159-1162","Article; Proceedings Paper","20","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000168889000023","A. F. Cobeno, A. Zhukov, J. M. Blanco, V. Larin, and J. Gonzalez","Magnetoelastic sensor based on GMI of amorphous microwire","","SENSORS AND ACTUATORS A-PHYSICAL","2001","Article; Proceedings Paper","Cobeno, AF (Reprint Author), UPV, EUITI, Dpto Elect & Telecom, Avda Felipe IV 1B, San Sebastian 20011, Spain. UPV, EUITI, Dpto Elect & Telecom, San Sebastian 20011, Spain. UPV, EUITI, Dpto Fis Aplicada 1, San Sebastian 20011, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Spain. TAMag SL, Madrid, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, E-20080 San Sebastian, Spain.","10.1016/S0924-4247(01)00502-7","Sens. Actuator A-Phys.","ISI:000168889000023","2020-04-08","2020-04-08","Cobeno, AF and Zhukov, A and Blanco, JM and Larin, V and Gonzalez, J","","","","ELSEVIER SCIENCE SA","91","1-2","","95-98","Article; Proceedings Paper","41","","PO BOX 564, 1001 LAUSANNE, SWITZERLAND","false","false",""
"Eliminar   Modificar","ISI:000168917300011","M. Nekovee, and J. M. Pitarke","Recent progress in the computational many-body theory of metal surfaces","","COMPUTER PHYSICS COMMUNICATIONS","2001","Review","Nekovee, M (Reprint Author), BT Labs, Complex Res Grp, Admin 2,PP5, Ipswich IP5 3RE, Suffolk, England. Queen Mary Univ London, Ctr Computat Sci, London E1 4NS, England. Euskal Heriko Unibertsitatea, Zientzi Fak, Mat Kondenstsatuaren Fis Saila, Bilbao, Spain. DIPC, Donostia San Sebastian, Basque Cty, Spain. CSIC, UPV EHU, Ctr Mixto, Donostia San Sebastian, Basque Cty, Spain.","10.1016/S0010-4655(01)00175-8","Comput. Phys. Commun.","ISI:000168917300011","2020-04-08","2020-04-08","Nekovee, M and Pitarke, JM","","","","ELSEVIER SCIENCE BV","137","1","","123-142","Review","23","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000169149900086","G. R. Aranda, C. Miguel, P. Garcia-Tello, and J. Gonzalez","Effective magnetic anisotropy of amorphous and nanocrystalline Fe71.5Al2Cu1Nb3Si13.5B9 alloy ribbon","","JOURNAL OF APPLIED PHYSICS","2001","Article","Aranda, GR (Reprint Author), Fac Chem, Dept Mat Phys, POB 1072, San Sebastian 20080, Spain. Fac Chem, Dept Mat Phys, San Sebastian 20080, Spain.","10.1063/1.1371006","J. Appl. Phys.","ISI:000169149900086","2020-04-08","2020-04-08","Aranda, GR and Miguel, C and Garcia-Tello, P and Gonzalez, J","","","","AMER INST PHYSICS","89","11, 1","","6422-6425","Article","6","","1305 WALT WHITMAN RD, STE 300, MELVILLE, NY 11747-4501 USA","false","false",""
"Eliminar   Modificar","ISI:000169273700008","J. J. del Val, J. Gonzalez, and A. Zhukov","Structural study of glass coated Cu-based microwires","","PHYSICA B","2001","Article; Proceedings Paper","del Val, JJ (Reprint Author), UPV, EHU, Dept Fis Mat, Fac Quim, Apdo 1072, San Sebastian 20080, Spain. UPV, EHU, Dept Fis Mat, Fac Quim, San Sebastian 20080, Spain. Donosti Int Phys Ctr, San Sebastian 20018, Spain. UPV, EHU, Ctr Mixto, CSIC, San Sebastian 20018, Spain.","10.1016/S0921-4526(01)00474-4","Physica B","ISI:000169273700008","2020-04-08","2020-04-08","del Val, JJ and Gonzalez, J and Zhukov, A","","","","ELSEVIER SCIENCE BV","299","3-4","","242-250","Article; Proceedings Paper","12","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000169273700017","A. Chizhik, A. Zhukov, J. M. Blanco, and J. Gonzalez","Magneto-optical investigation of the magnetization reversal in Co-rich wires","","PHYSICA B","2001","Article; Proceedings Paper","Chizhik, A (Reprint Author), UPV, Fac Quim, Dept Fis Mat, 1072, San Sebastian 20080, Spain. UPV, Fac Quim, Dept Fis Mat, San Sebastian 20080, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Spain. UPV, EHU, EUITI, Dept Fis Aplicada 1, San Sebastian 20011, Spain.","10.1016/S0921-4526(01)00483-5","Physica B","ISI:000169273700017","2020-04-08","2020-04-08","Chizhik, A and Zhukov, A and Blanco, JM and Gonzalez, J","","","","ELSEVIER SCIENCE BV","299","3-4","","314-321","Article; Proceedings Paper","16","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000168559600036","A. Zhukov","Domain wall propagation in a Fe-rich glass-coated amorphous microwire","","APPLIED PHYSICS LETTERS","2001","Article","Zhukov, A (Reprint Author), Donostia Int Phys Ctr, P Manuel de Lardizabal 4, San Sebastian 20018, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Spain. TAMag SL, Madrid, Spain.","10.1063/1.1372342","Appl. Phys. Lett.","ISI:000168559600036","2020-04-08","2020-04-08","Zhukov, A","","","","AMER INST PHYSICS","78","20","","3106-3108","Article","62","","2 HUNTINGTON QUADRANGLE, STE 1NO1, MELVILLE, NY 11747-4501 USA","false","false",""
"Eliminar   Modificar","ISI:000168796500003","E. V. Chulkov, M. Machado, and V. M. Silkin","Inverse lifetime of the surface and image states on Au(111)","","VACUUM","2001","Article; Proceedings Paper","Chulkov, EV (Reprint Author), Univ Basque Country, Fac Quim, Dept Fis Mat, EHU, Apdo 1072, Donostia San Sebastian 20080, Basque Country, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, EHU, Donostia San Sebastian 20080, Basque Country, Spain. Univ Basque Country, Donostia Int Phys Ctr, EHU, Donostia San Sebastian 20080, Basque Country, Spain. Univ Basque Country, CSIC, Ctr Mixto, EHU, Donostia San Sebastian 20080, Basque Country, Spain.","10.1016/S0042-207X(00)00462-0","Vacuum","ISI:000168796500003","2020-04-08","2020-04-08","Chulkov, EV and Machado, M and Silkin, VM","","","","PERGAMON-ELSEVIER SCIENCE LTD","61","2-4","","95-100","Article; Proceedings Paper","15","","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","false","false",""
"Eliminar   Modificar","ISI:000170319200021","P. M. Echenique, J. Osma, M. Machado, V. M. Silkin, E. V. Chulkov, and J. M. Pitarke","Surface-state electron dynamics in noble metals","","PROGRESS IN SURFACE SCIENCE","2001","Article; Proceedings Paper","Echenique, PM (Reprint Author), Euskal Herriko Unibertsitatea, Kim Fak, Mat Fis Saila, 1072 Posta Kutxatila, Donostia San Sebastian 20080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Kim Fak, Mat Fis Saila, Donostia San Sebastian 20080, Basque Country, Spain. Euskal Herriko Unibertsitatea, UPV, CSIC, DIPC, Donostia San Sebastian 20080, Basque Country, Spain. Euskal Herriko Unibertsitatea, UPV, CSIC, Ctr Mixto, Donostia San Sebastian 20080, Basque Country, Spain. Euskal Herriko Unibertsitatea, Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbao 48080, Basque Country, Spain.","10.1016/S0079-6816(01)00029-6","Prog. Surf. Sci.","ISI:000170319200021","2020-04-08","2020-04-08","Echenique, PM and Osma, J and Machado, M and Silkin, VM and Chulkov, EV and Pitarke, JM","","","","PERGAMON-ELSEVIER SCIENCE LTD","67","1-8","","271-283","Article; Proceedings Paper","35","","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","false","true",""
"Eliminar   Modificar","ISI:000170319200022","C. Fiolhais, C. Henriques, I. Sarria, and J. M. Pitarke","Metallic slabs: perturbative treatments based on jellium","","PROGRESS IN SURFACE SCIENCE","2001","Article; Proceedings Paper","Fiolhais, C (Reprint Author), Univ Coimbra, Dept Phys, Ctr Computat Phys, P-3004516 Coimbra, Portugal. Univ Coimbra, Dept Phys, Ctr Computat Phys, P-3004516 Coimbra, Portugal. Univ Nova Lisboa, Fac Ciencias & Tecnol, Dept Fis, P-2825114 Caparica, Portugal. Euskal Herriko Unibertsitatea, Saila Zientzi Fak, Mat Kondentsatuaren Fis Saila, Bilbao 48080, Basque Country, Spain. EHU, UPV, CSIC, DIPC, Donostia, Basque Country, Spain. EHU, UPV, CSIC, Ctr Mixto, Donostia, Basque Country, Spain.","10.1016/S0079-6816(01)00030-2","Prog. Surf. Sci.","ISI:000170319200022","2020-04-08","2020-04-08","Fiolhais, C and Henriques, C and Sarria, I and Pitarke, JM","","","","PERGAMON-ELSEVIER SCIENCE LTD","67","1-8","","285-298","Article; Proceedings Paper","5","","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","false","false",""
"Eliminar   Modificar","ISI:000167866300062","S. Latil, L. Henrard, C. G. Bac, P. Bernier, and A. Rubio","C-13 NMR chemical shift of single-wall carbon nanotubes","","PHYSICAL REVIEW LETTERS","2001","Article","Latil, S (Reprint Author), Univ Montpellier 2, Dynam Phases Condensees Grp, CNRS, F-34095 Montpellier 5, France. Univ Montpellier 2, Dynam Phases Condensees Grp, CNRS, F-34095 Montpellier 5, France. Fac Univ Notre Dame Paix, Lab Phys Solide, B-5000 Namur, Belgium. Donostia Int Phys Ctr, San Sebastian 20018, Basque Country, Spain. UPV, EHU, CSIC, Ctr Mixto, San Sebastian 20018, Basque Country, Spain.","10.1103/PhysRevLett.86.3160","Phys. Rev. Lett.","ISI:000167866300062","2020-04-08","2020-04-08","Latil, S and Henrard, L and Bac, CG and Bernier, P and Rubio, A","","","","AMERICAN PHYSICAL SOC","86","14","","3160-3163","Article","55","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000167402000018","C. Plessis, G. Arzamendi, J. R. Leiza, J. M. Alberdi, H. A. S. Schoonbrood, D. Charmot, and J. M. Asua","Seeded semibatch emulsion polymerization of butyl acrylate: Effect of the chain-transfer agent on the kinetics and structural properties","","JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY","2001","Article","Asua, JM (Reprint Author), Univ Basque Country, Inst Polymer Mat POLYMAT, Apdo 1072, Donostia San Sebastian 20080, Spain. Univ Basque Country, Inst Polymer Mat POLYMAT, Donostia San Sebastian 20080, Spain. Univ Basque Country, Grp Ingn Quim, Dept Quim Aplicada, Fac Ciencias Quim, Donostia San Sebastian 20080, Spain. Univ Publ Navarra, Dept Quim Aplicada, Pamplona 31006, Spain. Univ Basque Country, Fac Quim, Dept Fis Mat, Donostia San Sebastian 20080, Spain. Rhodia, Ctr Rech Aubervilliers, F-93308 Aubervilliers, France.","","J. Polym. Sci. Pol. Chem.","ISI:000167402000018","2020-04-08","2020-04-08","Plessis, C and Arzamendi, G and Leiza, JR and Alberdi, JM and Schoonbrood, HAS and Charmot, D and Asua, JM","","","","WILEY","39","7","","1106-1119","Article","70","","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","false","false",""
"Eliminar   Modificar","ISI:000168085100001","J. M. Blanco, A. Zhukov, A. P. Chen, A. F. Cobeno, A. Chizhik, and J. Gonzalez","Asymmetric torsion giant impedance in nearly-zero magnetostrictive amorphous wires with induced helical anisotropy","","JOURNAL OF PHYSICS D-APPLIED PHYSICS","2001","Article","Blanco, JM (Reprint Author), Univ Basque Country, EHU, EUITI, Dept Fis Aplicada 1, Avda Felipe IV 1B, San Sebastian 20011, Spain. Univ Basque Country, EHU, EUITI, Dept Fis Aplicada 1, San Sebastian 20011, Spain. Univ Basque Country, EHU, EUITI, Dept Elect & Telecomunicac, San Sebastian 20011, Spain. TAMag SL, Madrid, Spain. Donostia Int Phys Ctr, San Sebastian 20018, Spain. Univ Basque Country, EHU, Fac Quim, Dept Fis Mat, San Sebastian 20080, Spain.","10.1088/0022-3727/34/6/101","J. Phys. D-Appl. Phys.","ISI:000168085100001","2020-04-08","2020-04-08","Blanco, JM and Zhukov, A and Chen, AP and Cobeno, AF and Chizhik, A and Gonzalez, J","","","","IOP PUBLISHING LTD","34","6","","L31-L34","Article","21","","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND","false","false",""
"Eliminar   Modificar","ISI:000167623800052","A. W. Kay, F. J. G. de Abajo, S. H. Yang, E. Arenholz, B. S. Mun, N. Mannella, Z. Hussain, M. A. Van Hove, and C. S. Fadley","Multiatom resonant photoemission","","PHYSICAL REVIEW B","2001","Article","Kay, AW (Reprint Author), Univ Calif Davis, Dept Phys, Davis, CA 95616 USA. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. UPV, EHU, CSIC, Ctr Mixto, San Sebastian, Spain.","10.1103/PhysRevB.63.115119","Phys. Rev. B","ISI:000167623800052","2020-04-08","2020-04-08","Kay, AW and de Abajo, FJG and Yang, SH and Arenholz, E and Mun, BS and Mannella, N and Hussain, Z and Van Hove, MA and Fadley, CS","","","","AMER PHYSICAL SOC","63","11","115119","","Article","60","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","false",""
"Eliminar   Modificar","ISI:000167623800111","S. Link, H. A. Durr, G. Bihlmayer, S. Blugel, W. Eberhardt, E. V. Chulkov, V. M. Silkin, and P. M. Echenique","Femtosecond electron dynamics of image-potential states on clean and oxygen-covered Pt(111)","","PHYSICAL REVIEW B","2001","Article","Link, S (Reprint Author), Forschungszentrum Julich, Inst Festkorperforsch, Postfach 1913, D-52425 Julich, Germany. Forschungszentrum Julich, Inst Festkorperforsch, D-52425 Julich, Germany. DIPC, San Sebastian 20018, Basque Country, Spain. Univ Basque Country, Fac Ciencias Quim, Dept Fis Mat, San Sebastian 20018, Spain. EHU, UPV, CSIC, Ctr Mixto, San Sebastian 20018, Basque Country, Spain.","10.1103/PhysRevB.63.115420","Phys. Rev. B","ISI:000167623800111","2020-04-08","2020-04-08","Link, S and Durr, HA and Bihlmayer, G and Blugel, S and Eberhardt, W and Chulkov, EV and Silkin, VM and Echenique, PM","","","","AMER PHYSICAL SOC","63","11","115420","","Article","61","","ONE PHYSICS ELLIPSE, COLLEGE PK, MD 20740-3844 USA","false","true",""
"Eliminar   Modificar","ISI:000167832700016","R. D. Muino, D. Rolles, F. J. G. de Abajo, F. Starrost, W. Schattke, C. S. Fadley, and M. A. Van Hove","Multiple scattering theory for non-spherical potentials: application to photoelectron angular distributions from oriented diatomic molecules and the study of shape resonances","","JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA","2001","Article; Proceedings Paper","Muino, RD (Reprint Author), Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA. Max Planck Gesell, Fritz Haber Inst, D-14195 Berlin, Germany. EHU, UPV, CSIC, Ctr Mixto, San Sebastian 20080, Spain. Univ Kiel, Inst Theoret Phys & Astrophys, D-24098 Kiel, Germany. Univ Calif Los Angeles, Dept Chem & Biochem, Los Angeles, CA 90095 USA. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Adv Light Source, Berkeley, CA 94720 USA.","10.1016/S0368-2048(00)00351-0","J. Electron Spectrosc. Relat. Phenom.","ISI:000167832700016","2020-04-08","2020-04-08","Muino, RD and Rolles, D and de Abajo, FJG and Starrost, F and Schattke, W and Fadley, CS and Van Hove, MA","","","","ELSEVIER SCIENCE BV","114","","","99-105","Article; Proceedings Paper","14","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000167832700017","D. Rolles, R. D. Muino, F. J. G. de Abajo, C. S. Fadley, and M. A. Van Hove","Elastic scattering of low-energy electrons by randomly oriented and aligned molecules - Influence of full non-spherical potentials","","JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA","2001","Article; Proceedings Paper","Muino, RD (Reprint Author), Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA. Max Planck Gesell, Fritz Haber Inst, D-14195 Berlin, Germany. EHU, UPV, CSIC, Ctr Mixto, San Sebastian 20080, Spain. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA. Univ Calif Berkeley, Lawrence Berkeley Lab, Adv Light Source, Berkeley, CA 94720 USA.","10.1016/S0368-2048(00)00350-9","J. Electron Spectrosc. Relat. Phenom.","ISI:000167832700017","2020-04-08","2020-04-08","Rolles, D and Muino, RD and de Abajo, FJG and Fadley, CS and Van Hove, MA","","","","ELSEVIER SCIENCE BV","114","","","107-113","Article; Proceedings Paper","5","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
"Eliminar   Modificar","ISI:000167832700181","A. W. Kay, F. J. G. de Abajo, S. H. Yang, E. Arenholz, B. S. Mun, N. Mannella, Z. Hussain, M. A. Van Hove, and C. S. Fadley","Multi-atom resonant photoemission","","JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA","2001","Article; Proceedings Paper","Kay, AW (Reprint Author), Univ Calif Davis, Dept Phys, Davis, CA 95616 USA. Univ Calif Davis, Dept Phys, Davis, CA 95616 USA. Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA. EHU, UPV, CSIC, Ctr Mixto, San Sebastian, Spain. Univ Calif Berkeley, Lawrence Berkeley Lab, Adv Light Source, Berkeley, CA 94720 USA.","10.1016/S0368-2048(00)00429-1","J. Electron Spectrosc. Relat. Phenom.","ISI:000167832700181","2020-04-08","2020-04-08","Kay, AW and de Abajo, FJG and Yang, SH and Arenholz, E and Mun, BS and Mannella, N and Hussain, Z and Van Hove, MA and Fadley, CS","","","","ELSEVIER SCIENCE BV","114","","","1179-1189","Article; Proceedings Paper","12","","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS","false","false",""
