Time,WELDING VOLTAGE,velocity
98,16.34571368,0
99,16.34571368,0
100,16.34571368,0
101,16.34571368,0
102,16.34571368,0
103,16.34571368,0
104,16.34571368,0
105,16.34571368,0
106,16.34571368,0
107,16.34571368,0
108,16.34571368,0
109,16.34571368,0
110,16.34571368,0
111,16.34571368,0
112,16.34571368,0
113,16.34571368,0
114,16.34571368,0
115,16.34571368,0
116,16.34571368,0
117,16.34571368,0
118,16.34571368,0
119,16.34571368,0
120,16.34571368,0
121,16.34571368,0
122,16.34571368,0
123,16.34571368,0
124,16.34571368,0
125,16.34571368,0
126,16.34571368,0
127,16.34571368,0
128,16.34571368,0
129,16.34571368,0
130,16.34571368,0
131,16.34571368,0
132,16.34571368,0
133,16.34571368,0
134,16.34571368,0
135,16.34571368,0
136,16.34571368,0
137,16.34571368,0
138,16.34571368,0
139,16.49830622,0
140,16.49830622,0
141,16.49830622,0
142,16.49830622,0
143,16.49830622,0
144,16.49830622,0
145,16.49830622,0
146,16.49830622,0
147,16.49830622,0
148,16.49830622,0
149,16.49830622,0
150,16.49830622,0
151,16.49830622,0
152,16.49830622,0
153,16.49830622,0
154,16.49830622,0
155,16.49830622,0
156,16.49830622,0
157,16.49830622,0
158,16.49830622,0
159,16.49830622,0
160,16.49830622,0
161,16.49830622,0
162,16.49830622,0
163,16.49830622,0
164,16.49830622,0
165,16.49830622,0
166,16.49830622,0
167,16.49830622,0
168,16.34571368,0
169,16.34571368,0
170,16.34571368,0
171,16.34571368,0
172,16.34571368,0
173,16.34571368,0
174,16.34571368,0
175,16.34571368,0
176,16.34571368,0
177,16.34571368,0
178,16.34571368,0
179,16.34571368,0
180,16.34571368,0
181,16.34571368,0
182,16.34571368,0
183,16.34571368,0
184,16.34571368,0
185,16.34571368,0
186,16.34571368,0
187,16.34571368,0
188,16.34571368,0
189,16.34571368,0
190,16.34571368,0
191,16.34571368,0
192,16.34571368,0
193,16.34571368,0
194,16.34571368,0
195,16.34571368,0
196,16.34571368,0
197,16.34571368,0
198,16.34571368,0
199,16.34571368,0
200,16.34571368,0
201,16.34571368,0
202,16.34571368,0
203,16.34571368,0
204,16.34571368,0
205,16.34571368,0
206,16.34571368,0
207,16.34571368,0
208,16.34571368,0
209,16.34571368,0
210,16.34571368,0
211,16.34571368,0
212,16.34571368,0
213,16.34571368,0
214,16.34571368,0
215,16.34571368,0
216,16.34571368,0
217,16.34571368,0
218,16.34571368,0
219,16.34571368,0
220,16.34571368,0
221,16.34571368,0
222,16.34571368,0
223,16.34571368,0
224,16.34571368,0
225,16.34571368,0
226,16.34571368,0
227,16.34571368,0
228,16.34571368,0
229,16.34571368,0
230,16.34571368,0
231,16.34571368,0
232,16.34571368,0
233,16.34571368,0
234,16.34571368,0
235,16.34571368,0
236,16.34571368,0
237,16.34571368,0
238,16.34571368,0
239,16.34571368,0
240,16.34571368,0
241,16.34571368,0
242,16.34571368,0
243,16.34571368,0
244,16.34571368,0
245,16.34571368,0
246,16.34571368,0
247,16.34571368,0
248,16.34571368,0
249,16.34571368,0
250,16.34571368,0
251,16.34571368,0
252,16.34571368,0
253,16.34571368,0
254,16.34571368,0
255,16.34571368,0
256,16.34571368,0
257,16.34571368,0
258,16.34571368,0
259,16.34571368,0
260,16.34571368,0
261,16.34571368,0
262,16.34571368,0
263,16.34571368,0
264,16.34571368,0
265,16.34571368,0
266,16.34571368,0
267,16.34571368,0
268,16.34571368,0
269,16.34571368,0
270,16.34571368,0
271,16.34571368,0
272,16.34571368,0
273,16.34571368,0
274,16.34571368,0
275,16.34571368,0
276,16.34571368,0
277,16.34571368,0
278,16.34571368,0
279,16.34571368,0
280,16.34571368,0
281,16.34571368,0
282,16.34571368,0
283,16.34571368,0
284,16.34571368,0
285,16.34571368,0
286,16.34571368,0
287,16.34571368,0
288,16.34571368,0
289,16.34571368,0
290,16.34571368,0
291,16.34571368,0
292,16.34571368,0
293,16.34571368,0
294,16.34571368,0
295,16.34571368,0
296,16.34571368,0
297,16.34571368,0
298,16.34571368,0
299,16.34571368,0
300,16.34571368,0
301,16.34571368,0
302,16.34571368,0
303,16.34571368,0
304,16.34571368,0
305,16.34571368,0
306,16.34571368,0
307,16.34571368,0
308,16.34571368,0
309,16.34571368,0
310,16.34571368,0
311,16.34571368,0
312,16.34571368,0
313,16.34571368,0
314,16.34571368,0
315,16.34571368,0
316,16.34571368,0
317,16.34571368,0
318,16.34571368,0
319,16.34571368,0
320,16.34571368,0
321,16.34571368,0
322,16.34571368,0
323,16.34571368,0
324,16.34571368,0
325,16.34571368,0
326,16.34571368,0
327,16.34571368,0
328,16.34571368,0
329,16.34571368,0
330,16.34571368,0
331,16.34571368,0
332,16.34571368,0
333,16.34571368,0
334,16.34571368,0
335,16.34571368,0
336,16.34571368,0
337,16.34571368,0
338,16.34571368,0
339,16.34571368,0
340,16.34571368,0
341,16.34571368,0
342,16.34571368,0
343,16.34571368,0
344,16.34571368,0
345,16.34571368,0
346,16.34571368,0
347,16.34571368,0
348,16.34571368,0
349,16.34571368,0
350,16.34571368,0
351,16.34571368,0
352,16.34571368,0
353,16.34571368,0
354,16.34571368,0
355,16.34571368,0
356,16.34571368,0
357,16.34571368,0
358,16.34571368,0
359,16.34571368,0
360,16.34571368,0
361,16.34571368,0
362,16.34571368,0
363,16.34571368,0
364,16.34571368,0
365,16.34571368,0
366,16.34571368,0
367,16.34571368,0
368,16.34571368,0
369,16.34571368,0
370,16.34571368,0
371,16.34571368,0
372,16.34571368,0
373,16.34571368,0
374,16.34571368,0
375,16.34571368,0
376,16.49830622,0
377,16.49830622,0
378,16.49830622,0
379,16.49830622,0
380,16.49830622,0
381,16.49830622,0
382,16.49830622,0
383,16.49830622,0
384,16.49830622,0
385,16.49830622,0
386,16.49830622,0
387,16.49830622,0
388,16.49830622,0
389,16.49830622,0
390,16.49830622,0
391,16.49830622,0
392,16.49830622,0
393,16.49830622,0
394,16.49830622,0
395,16.49830622,0
396,16.49830622,0
397,16.49830622,0
398,16.49830622,0
399,16.49830622,0
400,16.49830622,0
401,16.49830622,0
402,16.49830622,0
403,16.49830622,0
404,16.49830622,0
405,16.34571368,0
406,16.34571368,0
407,16.34571368,0
408,16.34571368,0
409,16.34571368,0
410,16.34571368,0
411,16.34571368,0
412,16.34571368,0
413,16.34571368,0
414,16.34571368,0
415,16.34571368,0
416,16.34571368,0
417,16.34571368,0
418,16.34571368,0
419,16.34571368,0
420,16.34571368,0
421,16.34571368,0
422,16.34571368,0
423,16.34571368,0
424,16.34571368,0
425,16.34571368,0
426,16.34571368,0
427,16.34571368,0
428,16.34571368,0
429,16.34571368,0
430,16.34571368,0
431,16.34571368,0
432,16.34571368,0
433,16.34571368,0
434,16.34571368,0
435,16.34571368,0
436,16.34571368,0
437,16.34571368,0
438,16.34571368,0
439,16.34571368,0
440,16.34571368,0
441,16.34571368,0
442,16.34571368,0
443,16.34571368,0
444,16.34571368,0
445,16.34571368,0
446,16.34571368,0
447,16.34571368,0
448,16.34571368,0
449,16.34571368,0
450,16.34571368,0
451,16.34571368,0
452,16.34571368,0
453,16.34571368,0
454,16.34571368,0
455,16.34571368,0
456,16.34571368,0
457,16.34571368,0
458,16.34571368,0
459,16.34571368,0
460,16.34571368,0
461,16.34571368,0
462,16.34571368,0
463,16.34571368,0
464,16.34571368,0
465,16.34571368,0
466,16.34571368,0
467,16.34571368,0
468,16.34571368,0
469,16.34571368,0
470,16.34571368,0
471,16.34571368,0
472,16.34571368,0
473,16.34571368,0
474,16.34571368,0
475,16.34571368,0
476,16.34571368,0
477,16.34571368,0
478,16.34571368,0
479,16.34571368,0
480,16.34571368,0
481,16.34571368,0
482,16.34571368,0
483,16.34571368,0
484,16.34571368,0
485,16.34571368,0
486,16.34571368,0
487,16.34571368,0
488,16.34571368,0
489,16.34571368,0
490,16.34571368,0
491,16.34571368,0
492,16.34571368,0
493,16.34571368,0
494,16.34571368,0
495,16.34571368,0
496,16.34571368,0
497,16.34571368,0
498,16.34571368,0
499,16.34571368,0
500,16.34571368,0
501,16.34571368,0
502,16.34571368,0
503,16.34571368,0
504,16.34571368,0
505,16.34571368,0
506,16.34571368,0
507,16.34571368,0
508,16.34571368,0
509,16.34571368,0
510,16.34571368,0
511,16.34571368,0
512,16.34571368,0
513,16.34571368,0
514,16.34571368,0
515,16.34571368,0
516,16.34571368,0
517,16.34571368,0
518,16.34571368,0
519,16.34571368,0
520,16.34571368,0
521,16.34571368,0
522,16.34571368,0
523,16.34571368,0
524,16.34571368,0
525,16.34571368,0
526,16.34571368,0
527,16.34571368,0
528,16.34571368,0
529,16.34571368,0
530,16.34571368,0
531,16.34571368,0
532,16.34571368,0
533,16.34571368,0
534,16.34571368,0
535,16.34571368,0
536,16.34571368,0
537,16.34571368,0
538,16.34571368,0
539,16.34571368,0
540,16.34571368,0
541,16.34571368,0
542,16.34571368,0
543,16.34571368,0
544,16.34571368,0
545,16.34571368,0
546,16.34571368,0
547,16.34571368,0
548,16.34571368,0
549,16.34571368,0
550,16.34571368,0
551,16.34571368,0
552,16.34571368,0
553,16.34571368,0
554,16.34571368,0
555,16.34571368,0
556,16.34571368,0
557,16.34571368,0
558,16.34571368,0
559,16.34571368,0
560,16.34571368,0
561,16.34571368,0
562,16.34571368,0
563,16.34571368,0
564,16.34571368,0
565,16.34571368,0
566,16.34571368,0
567,16.34571368,0
568,16.34571368,0
569,16.34571368,0
570,16.34571368,0
571,16.34571368,0
572,16.34571368,0
573,16.34571368,0
574,16.34571368,0
575,16.34571368,0
576,16.34571368,0
577,16.34571368,0
578,16.34571368,0
579,16.34571368,0
580,16.34571368,0
581,16.34571368,0
582,16.34571368,0
583,16.34571368,0
584,16.34571368,0
585,16.34571368,0
586,16.34571368,0
587,16.34571368,0
588,16.34571368,0
589,16.34571368,0
590,16.34571368,0
591,16.34571368,0
592,16.34571368,0
593,16.34571368,0
594,16.34571368,0
595,16.34571368,0
596,16.34571368,0
597,16.34571368,0
598,16.34571368,0
599,16.34571368,0
600,16.34571368,0
601,16.34571368,0
602,16.34571368,0
603,16.34571368,0
604,16.34571368,0
605,16.34571368,0
606,16.34571368,0
607,16.34571368,0
608,16.34571368,0
609,16.34571368,0
610,16.34571368,0
611,16.34571368,0
612,16.34571368,0
613,16.34571368,0
614,16.34571368,0
615,16.34571368,0
616,16.34571368,0
617,16.34571368,0
618,16.34571368,0
619,16.34571368,0
620,16.34571368,0
621,16.34571368,0
622,16.34571368,0
623,16.34571368,0
624,16.34571368,0
625,16.34571368,0
626,16.34571368,0
627,16.34571368,0
628,16.34571368,0
629,16.34571368,0
630,16.34571368,0
631,16.34571368,0
632,16.34571368,0
633,16.34571368,0
634,16.34571368,0
635,16.34571368,0
636,16.34571368,0
637,16.34571368,0
638,16.34571368,0
639,16.34571368,0
640,16.34571368,0
641,16.34571368,0
642,16.34571368,0
643,16.34571368,0
644,16.34571368,0
645,16.34571368,0
646,16.34571368,0
647,16.34571368,0
648,16.34571368,0
649,16.34571368,0
650,16.34571368,0
651,16.34571368,0
652,16.34571368,0
653,16.34571368,0
654,16.34571368,0
655,16.34571368,0
656,16.34571368,0
657,16.34571368,0
658,16.34571368,0
659,16.34571368,0
660,16.34571368,0
661,16.34571368,0
662,16.34571368,0
663,16.34571368,0
664,16.34571368,0
665,16.34571368,0
666,16.34571368,0
667,16.34571368,0
668,16.34571368,0
669,16.34571368,0
670,16.34571368,0
671,16.34571368,0
672,16.34571368,0
673,16.34571368,0
674,16.34571368,0
675,16.34571368,0
676,16.34571368,0
677,16.34571368,0
678,16.34571368,0
679,16.34571368,0
680,16.34571368,0
681,16.34571368,0
682,16.34571368,0
683,16.34571368,0
684,16.34571368,0
685,16.34571368,0
686,16.34571368,0
687,16.34571368,0
688,16.34571368,0
689,16.34571368,0
690,16.34571368,0
691,16.34571368,0
692,16.34571368,0
693,16.34571368,0
694,16.34571368,0
695,16.34571368,0
696,16.34571368,0
697,16.34571368,0
698,16.34571368,0
699,16.34571368,0
700,16.34571368,0
701,16.34571368,0
702,16.34571368,0
703,16.34571368,0
704,16.34571368,0
705,16.34571368,0
706,16.34571368,0
707,16.34571368,0
708,16.34571368,0
709,16.34571368,0
710,16.34571368,0
711,16.34571368,0
712,16.34571368,0
713,16.34571368,0
714,16.34571368,0
715,16.34571368,0
716,16.34571368,0
717,16.34571368,0
718,16.34571368,0
719,16.34571368,0
720,16.34571368,0
721,16.34571368,0
722,16.34571368,0
723,16.34571368,0
724,16.34571368,0
725,16.34571368,0
726,16.34571368,0
727,16.34571368,0
728,16.34571368,0
729,16.34571368,0
730,16.34571368,0
731,16.34571368,0
732,16.34571368,0
733,16.34571368,0
734,16.34571368,0
735,16.34571368,0
736,16.34571368,0
737,16.34571368,0
738,16.34571368,0
739,16.34571368,0
740,16.34571368,0
741,16.34571368,0
742,16.34571368,0
743,16.34571368,0
744,16.34571368,0
745,16.34571368,0
746,16.34571368,0
747,16.34571368,0
748,16.34571368,0
749,16.34571368,0
750,16.34571368,0
751,16.34571368,0
752,16.34571368,0
753,16.34571368,0
754,16.34571368,0
755,16.34571368,0
756,16.34571368,0
757,16.34571368,0
758,16.34571368,0
759,16.34571368,0
760,16.34571368,0
761,16.34571368,0
762,16.34571368,0
763,16.34571368,0
764,16.34571368,0
765,16.34571368,0
766,16.34571368,0
767,16.34571368,0
768,16.34571368,0
769,16.34571368,0
770,16.34571368,0
771,16.34571368,0
772,16.34571368,0
773,16.34571368,0
774,16.34571368,0
775,16.34571368,0
776,16.34571368,0
777,16.34571368,0
778,16.34571368,0
779,16.34571368,0
780,16.34571368,0
781,16.34571368,0
782,16.34571368,0
783,16.34571368,0
784,16.34571368,0
785,16.34571368,0
786,16.34571368,0
787,16.34571368,0
788,16.34571368,0
789,16.34571368,0
790,16.34571368,0
791,16.34571368,0
792,16.34571368,0
793,16.34571368,0
794,16.34571368,0
795,16.34571368,0
796,16.34571368,0
797,16.34571368,0
798,16.34571368,0
799,16.34571368,0
800,16.34571368,0
801,16.34571368,0
802,16.34571368,0
803,16.34571368,0
804,16.34571368,0
805,16.34571368,0
806,16.34571368,0
807,16.34571368,0
808,16.34571368,0
809,16.34571368,0
810,16.34571368,0
811,16.34571368,0
812,16.34571368,0
813,16.34571368,0
814,16.34571368,0
815,16.34571368,0
816,16.34571368,0
817,16.34571368,0
818,16.34571368,0
819,16.34571368,0
820,16.34571368,0
821,16.34571368,0
822,16.34571368,0
823,16.34571368,0
824,16.34571368,0
825,16.34571368,0
826,16.34571368,0
827,16.34571368,0
828,16.34571368,0
829,16.34571368,0
830,16.34571368,0
831,16.34571368,0
832,16.34571368,0
833,16.34571368,0
834,16.34571368,0
835,16.34571368,0
836,16.34571368,0
837,16.34571368,0
838,16.34571368,0
839,16.34571368,0
840,16.34571368,0
841,16.34571368,0
842,16.34571368,0
843,16.34571368,0
844,16.34571368,0
845,16.34571368,0
846,16.34571368,0
847,16.34571368,0
848,16.34571368,0
849,16.34571368,0
850,16.34571368,0
851,16.34571368,0
852,16.34571368,0
853,16.34571368,0
854,16.34571368,0
855,16.34571368,0
856,16.34571368,0
857,16.34571368,0
858,16.34571368,0
859,16.34571368,0
860,16.34571368,0
861,16.34571368,0
862,16.34571368,0
863,16.34571368,0
864,16.34571368,0
865,16.34571368,0
866,16.34571368,0
867,16.34571368,0
868,16.34571368,0
869,16.34571368,0
870,16.34571368,0
871,16.34571368,0
872,16.34571368,0
873,16.34571368,0
874,16.34571368,0
875,16.34571368,0
876,16.34571368,0
877,16.34571368,0
878,16.34571368,0
879,16.34571368,0
880,16.34571368,0
881,16.34571368,0
882,16.34571368,0
883,16.34571368,0
884,16.34571368,0
885,16.34571368,0
886,16.34571368,0
887,16.34571368,0
888,16.34571368,0
889,16.34571368,0
890,16.34571368,0
891,16.34571368,0
892,16.34571368,0
893,16.34571368,0
894,16.34571368,0
895,16.34571368,0
896,16.34571368,0
897,16.34571368,0
898,16.34571368,0
899,16.34571368,0
900,16.34571368,0
901,16.34571368,0
902,16.34571368,0
903,16.34571368,0
904,16.34571368,0
905,16.34571368,0
906,16.34571368,0
907,16.34571368,0
908,16.34571368,0
909,16.34571368,0
910,16.34571368,0
911,16.34571368,0
912,16.34571368,0
913,16.34571368,0
914,16.34571368,0
915,16.34571368,0
916,16.34571368,0
917,16.34571368,0
918,16.34571368,0
919,16.34571368,0
920,16.34571368,0
921,16.34571368,0
922,16.34571368,0
923,16.34571368,0
924,16.34571368,0
925,16.34571368,0
926,16.34571368,0
927,16.34571368,0
928,16.34571368,0
929,16.34571368,0
930,16.34571368,0
931,16.34571368,0
932,16.34571368,0
933,16.34571368,0
934,16.34571368,0
935,16.34571368,0
936,16.34571368,0
937,16.34571368,0
938,16.34571368,0
939,16.34571368,0
940,16.34571368,0
941,16.34571368,0
942,16.34571368,0
943,16.34571368,0
944,16.34571368,0
945,16.34571368,0
946,16.34571368,0
947,16.34571368,0
948,16.34571368,0
949,16.34571368,0
950,16.34571368,0
951,16.34571368,0
952,16.34571368,0
953,16.34571368,0
954,16.34571368,0
955,16.34571368,0
956,16.34571368,0
957,16.34571368,0
958,16.34571368,0
959,16.34571368,0
960,16.34571368,0
961,16.34571368,0
962,16.34571368,0
963,16.34571368,0
964,16.34571368,0
965,16.34571368,0
966,16.34571368,0
967,16.34571368,0
968,16.34571368,0
969,16.34571368,0
970,16.34571368,0
971,16.34571368,0
972,16.34571368,0
973,16.34571368,0
974,16.34571368,0
975,16.34571368,0
976,16.34571368,0
977,16.34571368,0
978,16.34571368,0
979,16.34571368,0
980,16.34571368,0
981,16.34571368,0
982,16.34571368,0
983,16.34571368,0
984,16.34571368,0
985,16.34571368,0
986,16.34571368,0
987,16.34571368,0
988,16.34571368,0
989,16.34571368,0
990,16.34571368,0
991,16.34571368,0
992,16.34571368,0
993,16.34571368,0
994,16.34571368,0
995,16.34571368,0
996,16.34571368,0
997,16.34571368,0
998,16.34571368,0
999,16.34571368,0
1000,16.34571368,0
1001,16.34571368,0
1002,16.34571368,0
1003,16.34571368,0
1004,16.34571368,0
1005,16.34571368,0
1006,16.34571368,0
1007,16.34571368,0
1008,16.34571368,0
1009,16.34571368,0
1010,16.34571368,0
1011,16.34571368,0
1012,16.34571368,0
1013,16.34571368,0
1014,16.34571368,0
1015,16.34571368,0
1016,16.34571368,0
1017,16.34571368,0
1018,16.34571368,0
1019,16.34571368,0
1020,16.34571368,0
1021,16.34571368,0
1022,16.34571368,0
1023,16.34571368,0
1024,16.34571368,0
1025,16.34571368,0
1026,16.34571368,0
1027,16.34571368,0
1028,16.34571368,0
1029,16.34571368,0
1030,16.34571368,0
1031,16.34571368,0
1032,16.34571368,0
1033,16.34571368,0
1034,16.34571368,0
1035,16.34571368,0
1036,16.34571368,0
1037,16.34571368,0
1038,16.34571368,0
1039,16.34571368,0
1040,16.34571368,0
1041,16.34571368,0
1042,16.34571368,0
1043,16.34571368,0
1044,16.34571368,0
1045,16.34571368,0
1046,16.34571368,0
1047,16.34571368,0
1048,16.34571368,0
1049,16.34571368,0
1050,16.34571368,0
1051,16.34571368,0
1052,16.34571368,0
1053,16.34571368,0
1054,16.34571368,0
1055,16.34571368,0
1056,16.34571368,0
1057,16.34571368,0
1058,16.34571368,0
1059,16.34571368,0
1060,16.34571368,0
1061,16.34571368,0
1062,16.34571368,0
1063,16.34571368,0
1064,16.34571368,0
1065,16.34571368,0
1066,16.34571368,0
1067,16.34571368,0
1068,16.34571368,0
1069,16.34571368,0
1070,16.34571368,0
1071,16.34571368,0
1072,16.34571368,0
1073,16.34571368,0
1074,16.34571368,0
1075,16.34571368,0
1076,16.34571368,0
1077,16.34571368,0
1078,16.34571368,0
1079,16.34571368,0
1080,16.34571368,0
1081,16.34571368,0
1082,16.34571368,0
1083,16.34571368,0
1084,16.34571368,0
1085,16.34571368,0
1086,16.34571368,0
1087,16.34571368,0
1088,16.34571368,0
1089,16.34571368,0
1090,16.49830622,0
1091,16.49830622,0
1092,16.49830622,0
1093,16.49830622,0
1094,16.49830622,0
1095,16.49830622,0
1096,16.49830622,0
1097,16.49830622,0
1098,16.49830622,0
1099,16.49830622,0
1100,16.49830622,0
1101,16.49830622,0
1102,16.49830622,0
1103,16.49830622,0
1104,16.49830622,0
1105,16.49830622,0
1106,16.49830622,0
1107,16.49830622,0
1108,16.49830622,0
1109,16.49830622,0
1110,16.49830622,0
1111,16.49830622,0
1112,16.49830622,0
1113,16.49830622,0
1114,16.49830622,0
1115,16.49830622,0
1116,16.49830622,0
1117,16.49830622,0
1118,16.34571368,0
1119,16.34571368,0
1120,16.34571368,0
1121,16.34571368,0
1122,16.34571368,0
1123,16.34571368,0
1124,16.34571368,0
1125,16.34571368,0
1126,16.34571368,0
1127,16.34571368,0
1128,16.34571368,0
1129,16.34571368,0
1130,16.34571368,0
1131,16.34571368,0
1132,16.34571368,0
1133,16.34571368,0
1134,16.34571368,0
1135,16.34571368,0
1136,16.34571368,0
1137,16.34571368,0
1138,16.34571368,0
1139,16.34571368,0
1140,16.34571368,0
1141,16.34571368,0
1142,16.34571368,0
1143,16.34571368,0
1144,16.34571368,0
1145,16.34571368,0
1146,16.34571368,0
1147,16.34571368,0
1148,16.34571368,0
1149,16.34571368,0
1150,16.34571368,0
1151,16.34571368,0
1152,16.34571368,0
1153,16.34571368,0
1154,16.34571368,0
1155,16.34571368,0
1156,16.34571368,0
1157,16.34571368,0
1158,16.34571368,0
1159,16.34571368,0
1160,16.34571368,0
1161,16.34571368,0
1162,16.34571368,0
1163,16.34571368,0
1164,16.34571368,0
1165,16.34571368,0
1166,16.34571368,0
1167,16.34571368,0
1168,16.34571368,0
1169,16.34571368,0
1170,16.34571368,0
1171,16.34571368,0
1172,16.34571368,0
1173,16.34571368,0
1174,16.34571368,0
1175,16.34571368,0
1176,16.34571368,0
1177,16.34571368,0
1178,16.34571368,0
1179,16.34571368,0
1180,16.34571368,0
1181,16.34571368,0
1182,16.34571368,0
1183,16.34571368,0
1184,16.34571368,0
1185,16.34571368,0
1186,16.34571368,0
1187,16.34571368,0
1188,16.34571368,0
1189,16.34571368,0
1190,16.34571368,0
1191,16.34571368,0
1192,16.34571368,0
1193,16.34571368,0
1194,16.34571368,0
1195,16.34571368,0
1196,16.34571368,0
1197,16.34571368,0
1198,16.34571368,0
1199,16.34571368,0
1200,16.34571368,0
1201,16.34571368,0
1202,16.34571368,0
1203,16.34571368,0
1204,16.34571368,0
1205,16.34571368,0
1206,16.34571368,0
1207,16.34571368,0
1208,16.34571368,0
1209,16.34571368,0
1210,16.34571368,0
1211,16.34571368,0
1212,16.34571368,0
1213,16.34571368,0
1214,16.34571368,0
1215,16.34571368,0
1216,16.34571368,0
1217,16.34571368,0
1218,16.34571368,0
1219,16.34571368,0
1220,16.34571368,0
1221,16.34571368,0
1222,16.34571368,0
1223,16.34571368,0
1224,16.34571368,0
1225,16.34571368,0
1226,16.34571368,0
1227,16.34571368,0
1228,16.34571368,0
1229,16.34571368,0
1230,16.34571368,0
1231,16.34571368,0
1232,16.34571368,0
1233,16.34571368,0
1234,16.34571368,0
1235,16.34571368,0
1236,16.34571368,0
1237,16.34571368,0
1238,16.34571368,0
1239,16.34571368,0
1240,16.34571368,0
1241,16.34571368,0
1242,16.34571368,0
1243,16.34571368,0
1244,16.34571368,0
1245,16.34571368,0
1246,16.34571368,0
1247,16.34571368,0
1248,16.34571368,0
1249,16.34571368,0
1250,16.34571368,0
1251,16.34571368,0
1252,16.34571368,0
1253,16.34571368,0
1254,16.34571368,0
1255,16.34571368,0
1256,16.34571368,0
1257,16.34571368,0
1258,16.34571368,0
1259,16.34571368,0
1260,16.34571368,0
1261,16.34571368,0
1262,16.34571368,0
1263,16.34571368,0
1264,16.34571368,0
1265,16.34571368,0
1266,16.34571368,0
1267,16.34571368,0
1268,16.34571368,0
1269,16.34571368,0
1270,16.34571368,0
1271,16.34571368,0
1272,16.34571368,0
1273,16.34571368,0
1274,16.34571368,0
1275,16.34571368,0
1276,16.34571368,0
1277,16.34571368,0
1278,16.34571368,0
1279,16.34571368,0
1280,16.34571368,0
1281,16.34571368,0
1282,16.34571368,0
1283,16.34571368,0
1284,16.34571368,0
1285,16.34571368,0
1286,16.34571368,0
1287,16.34571368,0
1288,16.34571368,0
1289,16.34571368,0
1290,16.34571368,0
1291,16.34571368,0
1292,16.34571368,0
1293,16.34571368,0
1294,16.34571368,0
1295,16.34571368,0
1296,16.34571368,0
1297,16.34571368,0
1298,16.34571368,0
1299,16.34571368,0
1300,16.34571368,0
1301,16.34571368,0
1302,16.34571368,0
1303,16.34571368,0
1304,16.34571368,0
1305,16.34571368,0
1306,16.34571368,0
1307,16.34571368,0
1308,16.34571368,0
1309,16.34571368,0
1310,16.34571368,0
1311,16.34571368,0
1312,16.34571368,0
1313,16.34571368,0
1314,16.34571368,0
1315,16.34571368,0
1316,16.34571368,0
1317,16.34571368,0
1318,16.34571368,0
1319,16.34571368,0
1320,16.34571368,0
1321,16.34571368,0
1322,16.34571368,0
1323,16.34571368,0
1324,16.34571368,0
1325,16.34571368,0
1326,16.34571368,0
1327,16.49830622,0
1328,16.49830622,0
1329,16.49830622,0
1330,16.49830622,0
1331,16.49830622,0
1332,16.49830622,0
1333,16.49830622,0
1334,16.49830622,0
1335,16.49830622,0
1336,16.49830622,0
1337,16.49830622,0
1338,16.49830622,0
1339,16.49830622,0
1340,16.49830622,0
1341,16.49830622,0
1342,16.49830622,0
1343,16.49830622,0
1344,16.49830622,0
1345,16.49830622,0
1346,16.49830622,0
1347,16.49830622,0
1348,16.49830622,0
1349,16.49830622,0
1350,16.49830622,0
1351,16.49830622,0
1352,16.49830622,0
1353,16.49830622,0
1354,16.49830622,0
1355,16.49830622,0
1356,16.34571368,0
1357,16.34571368,0
1358,16.34571368,0
1359,16.34571368,0
